 DATE       TIME          LONG   LAT   DEPTH STK DP  RKE Mom      Mw   CMTNAME
 2007/09/12  23:49:03.7  100.13  -2.46   43.1 317 19  102 8.1e+27  7.87 200709122348A  
 2007/09/13  02:30:03.3   99.54  -1.94   34.8 286 35   79 8.1e+25  6.54 200709130230A  
 2007/09/13  03:35:28.7   99.39  -2.31   17.0 312 10   90 4.7e+26  7.05 200709130335A  
 2007/09/20  08:31:14.5   99.85  -2.24   32.3 313 19   99 1.3e+26  6.68 200709200831A  
 2007/09/26  12:36:26.9  153.52  -5.20   47.1 138 44   86 1.7e+26  6.74 200709261236A  
 2007/09/28  13:38:59.5  143.07  21.94  275.8  73 49   50 2.0e+27  7.46 200709281338A  
 2007/09/30  02:08:30.2  145.68  10.51   14.2  16 76  167 3.3e+26  6.94 200709300208A  
 2007/09/30  05:23:34.1  164.10 -49.26   12.6  29 36  123 1.6e+27  7.40 200709300523A  
 2007/09/30  09:47:52.0  164.01 -49.36   31.2  23 50  146 1.0e+26  6.60 200709300947A  
 2007/10/15  12:29:36.0  167.24 -44.71   18.8  54 30  132 2.0e+26  6.79 200710151229A  
 2007/10/16  21:05:43.3  179.72 -25.70  512.4 100 38  164 9.8e+25  6.59 200710162105A  
 2007/10/24  21:02:50.5  100.81  -4.40   20.0 321 12  107 2.3e+26  6.84 200710242102A  
 2007/10/31  03:30:17.7  145.59  18.83  211.0 196 60  152 9.3e+26  7.24 200710310330A  
 2007/11/10  01:13:29.4  161.23 -51.38   28.2 216 76  172 8.8e+25  6.56 200711100113A  
 2007/11/14  15:40:50.5  -70.62 -22.64   37.6 358 20   98 4.8e+27  7.72 200711141540A  
 2007/11/15  15:05:58.3  -70.94 -22.98   20.7 360 16   98 2.0e+26  6.80 200711151506A  
 2007/11/16  03:13:00.1  -78.00  -2.50  114.3 177 29  -44 1.8e+26  6.77 200711160312A  
 2007/11/22  08:48:27.5  147.05  -5.96   56.4 102 43   86 1.7e+26  6.75 200711220848A  
 2007/11/27  11:49:58.0  162.20 -11.13   26.1 271 34   28 8.7e+25  6.56 200711271150A  
 2007/11/29  19:00:19.6  -61.41  15.06  147.9 109 58  -32 1.6e+27  7.39 200711291900A  
 2007/12/09  07:28:20.8 -177.22 -25.75  149.9  34 25   38 7.1e+27  7.83 200712090728A  
 2007/12/16  08:09:17.9  -70.41 -23.02   30.6 246  6  159 1.5e+26  6.71 200712160809A  
 2007/12/19  09:30:27.3 -179.27  51.02   27.6 274 21  118 7.2e+26  7.17 200712190930A  
 2007/12/20  07:55:15.8  178.40 -38.92   30.4  72 46  -63 9.0e+25  6.57 200712200755A  
 2008/01/05  11:01:05.3 -131.24  51.11   12.0 327 80 -173 9.6e+25  6.59 200801051101A  
 2008/01/15  17:52:15.7 -179.34 -22.05  603.3 104 20  168 7.3e+25  6.51 200801151752A  
 2008/02/08  09:38:14.1  -41.71  10.85   16.8 274 78 -180 3.2e+26  6.93 200802080938A  
 2008/02/10  12:22:02.7  -25.01 -61.05   12.0  61 42 -101 8.3e+25  6.54 200802101222A  
 2008/02/14  10:09:22.7   21.79  36.24   20.0 332  6  120 2.4e+26  6.85 200802141009A  
 2008/02/14  12:08:55.8   21.67  36.29   15.0 337  5  127 8.1e+25  6.54 200802141208A  
 2008/02/20  08:08:30.5   95.98   2.69   14.9 299 11   80 1.1e+27  7.30 200802200808A  
 2008/02/23  15:57:19.8  -23.13 -57.12   12.0  25 53  -29 1.7e+26  6.74 200802231557A  
 2008/02/25  08:36:33.0   99.95  -2.66   14.4 317  6  102 7.8e+26  7.19 200802250836A  
 2008/02/25  18:06:03.9   99.73  -2.58   15.0 318  6  103 1.0e+26  6.60 200802251806A  
 2008/02/25  21:02:18.4   99.70  -2.46   17.0 320  8  106 1.5e+26  6.71 200802252102A  
 2008/03/03  14:11:14.6  125.59  13.52   17.9 290 44 -115 2.6e+26  6.87 200803031411A  
 2008/03/20  22:32:57.9   81.37  35.43   12.0 358 41 -110 5.4e+26  7.09 200803202233A  
 2008/04/09  12:46:12.7  168.80 -20.12   35.2 340 30  101 1.1e+27  7.30 200804091246A  
 2008/04/12  00:30:12.6  158.49 -55.56   22.0   3 43  102 5.5e+26  7.09 200804120030A  
 2008/04/16  05:54:19.7 -179.17  51.81   12.0  69 74  176 9.8e+25  6.59 200804160554A  
 2008/05/02  01:33:37.2 -177.54  51.96   12.0  79 74  176 9.7e+25  6.59 200805020133A  
 2008/05/07  16:45:20.3  141.61  36.18   26.3 204 15   91 2.4e+26  6.85 200805071645A  
 2008/05/09  21:51:29.7  143.28  12.36   83.3 325 59 -147 1.7e+26  6.74 200805092151A  
 2008/05/12  06:28:01.6  104.10  31.44   12.8 231 35  138 9.0e+27  7.90 200805120628A  
 2008/06/13  23:43:45.4  140.85  39.03   12.0  17 42   87 2.6e+26  6.87 200806132343A  
 2008/06/27  11:40:14.0   91.82  10.92   17.1  42 52  -40 8.8e+25  6.56 200806271140A  
 2008/06/30  06:17:44.9  -21.77 -58.33   26.0 143 83 -179 3.4e+26  6.95 200806300617A  
 2008/07/05  02:12:04.5  153.37  54.12  610.8 143 48 -134 4.5e+27  7.70 200807050212A  
 2008/07/19  02:39:28.7  142.42  37.47   21.8 200 16   88 2.9e+26  6.91 200807190239A  
 2008/07/19  09:27:01.5  164.47 -11.12   13.5  52 45  -72 9.1e+25  6.57 200807190927A  
 2008/07/23  15:26:20.0  141.51  39.73   98.8  14 18  -75 1.9e+26  6.79 200807231526A  
 2008/08/25  13:21:58.8   83.51  30.61   17.3  30 48  -48 1.4e+26  6.69 200808251322A  
 2008/09/08  18:52:07.0  166.75 -13.37  125.0   0 39   87 3.1e+26  6.92 200809081852A  
 2008/09/10  13:08:14.9  -38.54   8.18   15.3 273 76 -179 1.0e+26  6.61 200809101308A  
 2008/09/11  00:00:02.7  127.34   1.91  119.6 338 29   20 9.4e+25  6.58 200809110000A  
 2008/09/11  00:20:50.9  144.11  41.79   20.0 235 15  116 1.8e+26  6.76 200809110020A  
 2008/09/29  15:19:31.6 -177.46 -29.85   51.1 197 32   92 4.5e+26  7.03 200809291519A  
 2008/10/05  15:52:49.4   73.64  39.50   12.0 246 38   78 1.4e+26  6.69 200810051552A  
 2008/10/16  19:41:25.7  -92.90  14.28   29.9 289 26   74 1.2e+26  6.65 200810161941A  
 2008/10/19  05:10:33.9 -173.56 -21.82   43.3 189 44   81 2.9e+26  6.90 200810190510A  
 2008/11/16  17:02:32.7  122.05   1.50   29.2  92 20   84 1.3e+27  7.34 200811161702A  
 2008/11/24  09:02:58.8  154.71  54.27  502.3 276 19  -29 1.1e+27  7.29 200811240902A  
 2008/12/09  06:23:59.8 -176.54 -31.03   18.8 174 38 -104 1.5e+26  6.71 200812090624A  
 2009/01/03  19:43:50.7  132.83  -0.38   15.2  99 23   47 3.9e+27  7.66 200901031943A  
 2009/01/03  20:23:20.2   70.36  36.44  205.6 264 28   77 9.2e+25  6.57 200901032023A  
 2009/01/03  22:33:40.3  133.48  -0.58   18.2 101 26   72 1.4e+27  7.36 200901032233A  
 2009/01/15  07:27:20.3  170.46 -22.58   27.1 303 29   98 9.6e+25  6.59 200901150727A  
 2009/01/15  17:49:39.1  155.39  46.97   45.2  11 44   84 1.5e+27  7.38 200901151749A  
 2009/01/19  03:35:18.8  170.72 -22.76   18.9 293 30   95 8.6e+25  6.55 200901190335A  
 2009/02/11  17:34:50.8  126.81   3.92   23.9 177 38   83 5.9e+26  7.11 200902111734A  
 2009/02/18  21:53:45.2 -175.90 -27.27   36.5 274 38  179 3.5e+26  6.96 200902182153A  
 2009/03/19  18:17:40.9 -174.23 -23.08   49.1 205 44   98 3.4e+27  7.62 200903191817A  
 2009/04/07  04:23:33.2  151.99  46.00   43.2 231 31  110 2.5e+26  6.87 200904070423A  
 2009/04/16  14:57:06.2  -26.55 -60.71   24.0 226 33  113 1.3e+26  6.68 200904161457A  
 2009/04/18  19:17:58.9  151.74  45.96   50.4 231 33  109 1.0e+26  6.60 200904181917A  
 2009/05/16  00:53:52.7 -178.12 -31.56   47.7 199 32   95 7.2e+25  6.50 200905160053A  
 2009/05/28  08:24:45.1  -87.17  16.50   12.0  63 60   -7 1.3e+27  7.34 200905280824A  
 2009/06/23  14:19:22.4  153.74  -5.22   70.2 139 34   85 1.5e+26  6.72 200906231419A  
 2009/07/15  09:22:29.0  166.26 -45.85   23.5  25 26  138 5.8e+27  7.77 200907150922A  
 2009/08/03  17:59:56.2 -113.53  29.22   12.2 131 87  178 2.5e+26  6.87 200908031800A  
 2009/08/09  10:55:55.6  138.19  33.05  301.8  86 17  168 4.9e+26  7.06 200908091055A  
 2009/08/10  04:06:31.0  165.93 -11.60   43.6 164 44   89 8.4e+25  6.54 200908100406A  
 2009/08/10  19:55:35.6   92.94  14.16   22.0  39 36  -92 1.9e+27  7.46 200908101955A  
 2009/08/12  22:48:51.4  140.68  32.74   55.2  55 18  130 9.4e+25  6.58 200908122248A  
 2009/08/16  07:38:21.7   99.45  -1.56   12.0 161 31   92 1.2e+26  6.65 200908160738A  
 2009/08/17  00:05:49.0  123.57  23.29   24.3 134 76    8 1.2e+26  6.65 200908170005A  
 2009/08/28  01:51:20.4  123.46  -7.09  634.4 263 34 -138 2.7e+26  6.89 200908280151A  
 2009/08/30  14:51:32.9 -172.28 -15.12   18.3 116 41  -97 1.0e+26  6.60 200908301451A  
 2009/09/02  07:55:01.0  107.33  -8.12   53.2  54 46  117 3.6e+26  6.97 200909020755A  
 2009/09/29  17:48:11.0 -171.97 -15.13   12.0 119 38 -131 1.7e+28  8.08 200909291748A  
 2009/09/30  10:16:09.2   99.67  -0.79   77.8  74 52  139 2.7e+27  7.55 200909301016A  
 2009/10/01  01:52:27.3  101.59  -2.45   15.1 323 70 -178 9.8e+25  6.59 200910010152A  
 2009/10/04  10:58:00.2  123.56   6.77  625.8  27  4   74 1.1e+26  6.62 200910041058A  
 2009/10/07  21:41:13.3  122.51   4.11  579.5 179 10 -112 1.8e+26  6.76 200910072141A  
 2009/10/07  22:03:14.5  166.27 -12.59   44.2 344 41   87 3.3e+27  7.61 200910072203A  
 2009/10/07  22:18:51.2  166.01 -11.86   41.7 337 36   82 6.7e+27  7.81 200910072218A  
 2009/10/07  22:50:15.8  165.89 -12.59   17.8 344 27   88 2.0e+26  6.80 200910072250A  
 2009/10/07  23:13:48.2  166.37 -13.12   42.5 341 43   83 1.6e+27  7.41 200910072313A  
 2009/10/08  08:28:48.0  166.09 -13.14   13.8 349 27  101 1.6e+26  6.73 200910080828A  
 2009/10/24  14:40:43.7  130.57  -6.10  154.6 315 46  166 3.0e+26  6.91 200910241440A  
 2009/10/30  07:03:39.1  130.22  28.97   37.9 207 29   78 1.8e+26  6.77 200910300703A  
 2009/11/08  19:41:43.4  118.72  -8.23   21.3  90 25  108 1.1e+26  6.62 200911081941A  
 2009/11/09  10:44:54.8  178.53 -17.11  603.9 172 42   33 1.0e+27  7.26 200911091044A  
 2009/11/13  03:05:57.2  -71.01 -19.60   36.2 342 24   92 7.6e+25  6.52 200911130306A  
 2009/11/17  15:30:45.4 -131.67  51.93   15.6 260 74   -7 9.2e+25  6.57 200911171530A  
 2009/11/24  12:47:15.7 -173.55 -20.85   25.9  99 47   -3 1.6e+26  6.74 200911241247A  
 2010/01/03  21:48:05.3  157.45  -9.12   12.0 321 20   96 1.1e+26  6.63 201001032148A  
 2010/01/03  22:36:28.0  157.21  -8.88   12.0 321 21  102 5.8e+26  7.10 201001032236A  
 2010/01/05  04:55:38.9  -14.85 -58.50   15.1 353 80 -179 1.8e+26  6.77 201001050455A  
 2010/01/05  12:15:32.2  157.77  -9.11   12.0 290 27   58 2.2e+26  6.83 201001051215A  
 2010/01/10  00:27:39.3 -124.81  40.53   19.0 233 85    0 7.4e+25  6.51 201001100027A  
 2010/01/12  21:53:10.2  -72.62  18.61   12.0 152 69  159 4.4e+26  7.03 201001122153A  
 2010/02/18  01:13:19.5  130.66  42.48  578.7  71 15  166 2.6e+26  6.87 201002180113A  
 2010/02/26  20:31:27.0  128.61  25.86   18.0  91 80    9 3.5e+26  6.96 201002262031A  
 2010/02/27  06:34:15.6  -73.15 -35.98   23.2  19 18  116 1.9e+29  8.78 201002270634A  
 2010/02/27  08:01:23.9  -75.41 -38.09   19.9   3 46 -102 1.4e+27  7.35 201002270801A  
 2010/03/05  11:47:06.8  -73.75 -36.89   14.9   9 16   98 1.0e+26  6.60 201003051147A  
 2010/03/05  16:07:00.7  100.52  -4.04   20.0 324 13  109 1.3e+26  6.66 201003051606A  
 2010/03/11  14:39:44.0  -72.11 -34.54   12.9 324 35  -90 2.4e+26  6.85 201003111439A  
 2010/03/11  14:55:27.5  -72.13 -34.53   16.3  16  6  -53 3.5e+26  6.96 201003111455A  
 2010/03/14  08:08:04.0  141.98  37.70   45.9 200 24   89 7.8e+25  6.53 201003140808A  
 2010/03/16  02:21:57.9  -73.63 -36.49   13.4  12 14  107 1.2e+26  6.64 201003160221A  
 2010/03/20  14:00:50.0  152.33  -3.32  413.5  64 30  -93 9.2e+25  6.57 201003201400A  
 2010/03/30  16:54:46.7   92.76  13.58   30.5 255 60  -20 1.1e+26  6.63 201003301654A  
 2010/04/04  22:40:43.0 -115.39  32.31   12.8 223 84   -2 7.6e+26  7.18 201004042240A  
 2010/04/06  22:15:01.6   96.74   2.07   17.6 307  7   88 6.6e+27  7.81 201004062215A  
 2010/04/11  09:40:25.6  161.18 -11.04   36.1 291 41   82 2.4e+26  6.85 201004110940A  
 2010/04/13  23:49:38.3   96.79  33.05   15.7 210 67  178 2.5e+26  6.87 201004132349A  
 2010/05/05  16:29:03.2  100.77  -4.28   12.0 326 10  111 8.0e+25  6.53 201005051629A  
 2010/05/09  05:59:41.6   95.78   3.36   37.2 308 15   88 9.4e+26  7.25 201005090559A  
 2010/05/27  17:14:46.6  166.65 -13.81   42.9 347 44   96 7.0e+26  7.16 201005271714A  
 2010/06/12  19:26:50.5   91.65   7.85   33.1 220 63   31 1.9e+27  7.46 201006121926A  
 2010/06/16  03:16:27.5  136.36  -1.87   12.0 332 80 -172 4.0e+26  7.00 201006160316A  
 2010/06/16  03:58:08.5  136.56  -2.10   14.6  42 80    1 8.5e+25  6.55 201006160358A  
 2010/06/26  05:30:19.5  161.43 -10.54   41.3 179 48  128 1.6e+26  6.73 201006260530A  
 2010/07/14  08:32:21.5  -73.89 -38.35   15.3   7  9   97 1.1e+26  6.62 201007140832A  
 2010/07/18  05:56:47.3 -169.64  52.66   12.0 178 61  -30 1.3e+26  6.66 201007180556A  
 2010/07/18  13:04:09.4  150.68  -6.32   35.0  13 41   91 3.1e+26  6.92 201007181304A  
 2010/07/18  13:34:59.3  150.33  -6.22   36.7 257 30   82 1.2e+27  7.32 201007181335A  
 2010/07/23  22:08:11.2  123.59   6.54  596.8 263 19  -31 1.1e+27  7.30 201007232208A  
 2010/07/23  22:51:12.4  123.90   6.62  576.9 233 18  -38 3.6e+27  7.64 201007232251A  
 2010/07/23  23:15:10.2  123.48   6.83  641.4 254 22  -52 1.9e+27  7.44 201007232315A  
 2010/07/24  05:35:01.1  123.56   6.23  556.4 240 19  -44 8.9e+25  6.56 201007240535A  
 2010/07/29  07:31:56.8  123.41   6.69  614.0 274 10  -32 1.0e+26  6.60 201007290731A  
 2010/08/04  22:01:43.6  150.80  -6.26   34.8 255 31   80 2.7e+26  6.88 201008042201A  
 2010/08/10  05:23:45.0  167.81 -17.57   31.9 353 33  126 1.0e+27  7.27 201008100523A  
 2010/08/12  11:54:15.6  -77.51  -1.51  197.8 153 21  -68 5.2e+26  7.07 201008121154A  
 2010/08/13  21:19:33.1  141.52  12.46   12.0  80 34  -84 2.8e+26  6.89 201008132119A  
 2010/09/03  16:35:47.8  172.12 -43.56   12.0 178 82    1 3.6e+26  6.97 201009031635A  
 2010/09/29  17:11:25.9  133.78  -4.92   17.7 185 43  -75 3.5e+26  6.96 201009291711A  
 2010/10/21  17:53:13.1 -109.29  24.83   14.2  41 85   -1 1.3e+26  6.68 201010211753A  
 2010/10/25  14:42:22.5   99.32  -3.71   12.0 316  8   96 6.8e+27  7.82 201010251442A  
 2010/11/30  03:24:41.6  139.26  28.69  460.6  76 31 -157 1.9e+26  6.78 201011300324A  
 2010/12/02  03:12:09.8  149.90  -6.30   48.6 265 38   88 1.0e+26  6.60 201012020312A  
 2010/12/20  18:41:59.0   59.11  28.10   14.8  36 87  180 8.3e+25  6.54 201012201841A  
 2010/12/21  17:19:40.7  143.76  27.10   15.6 110 40 -137 1.8e+27  7.43 201012211719A  
 2010/12/25  13:16:37.0  168.04 -19.67   16.6   1 48  -61 1.1e+27  7.30 201012251316A  
 2011/01/01  09:56:58.1  -63.21 -27.02  586.0 360 20  -64 4.4e+26  7.02 201101010956A  
 2011/01/02  20:20:17.7  -73.84 -38.71   19.4   5 13   97 6.3e+26  7.13 201101022020A  
 2011/01/09  10:03:44.3  168.13 -19.20   12.9 298 42  -64 7.2e+25  6.50 201101091003A  
 2011/01/12  21:32:55.2  139.94  26.94  511.5  84 31 -147 7.4e+25  6.51 201101122132A  
 2011/01/13  16:16:41.5  168.34 -20.68   17.2 341 38  -80 3.2e+26  6.93 201101131616A  
 2011/01/18  20:23:23.5   63.90  28.61   52.3  77 31  -60 8.8e+26  7.23 201101182023A  
 2011/02/10  14:39:27.7  122.91   4.14  520.9 217 20  -78 7.7e+25  6.52 201102101439A  
 2011/02/10  14:41:58.8  123.28   4.22  517.6 337  5   55 7.2e+25  6.50 201102101441A  
 2011/02/11  20:05:30.8  -73.56 -36.63   17.8  15 13  104 2.3e+26  6.84 201102112005A  
 2011/02/14  03:40:09.9  -73.61 -35.67   12.0  25 17  105 1.1e+26  6.62 201102140340A  
 2011/02/21  10:57:52.4  178.47 -25.95  567.5 281 21 -148 7.9e+25  6.53 201102211057A  
 2011/03/06  14:32:36.1  -26.68 -56.41  101.2 201 24  150 8.0e+25  6.53 201103061432A  
 2011/03/09  02:45:20.3  142.78  38.56   14.1 189 12   78 1.2e+27  7.32 201103090245A  
 2011/03/10  17:08:36.9  116.71  -6.95  516.9 288 41  -72 9.7e+25  6.59 201103101708A  
 2011/03/11  05:46:23.0  143.05  37.52   20.0 203 10   88 5.3e+29  9.08 201103110546A  
 2011/03/11  06:15:45.0  141.38  35.92   29.0 199 17   84 8.5e+27  7.88 201103110615A  
 2011/03/11  06:25:50.0  144.63  38.27   21.1 182 42 -100 3.1e+27  7.59 201103110625A  
 2011/03/24  13:55:11.9  100.02  20.62   13.2 339 79  175 2.3e+26  6.83 201103241355A  
 2011/04/03  20:06:40.4  107.72 -10.10   20.6  98 40 -112 1.6e+26  6.73 201104032006A  
 2011/04/07  13:11:22.4  -94.12  17.28  153.8 194 32  -27 1.4e+26  6.70 201104071311A  
 2011/04/07  14:32:43.3  141.85  38.32   53.3  19 37   83 5.9e+26  7.11 201104071432A  
 2011/04/11  08:16:12.7  140.54  37.00   12.0 295 39 -109 1.2e+26  6.65 201104110816A  
 2011/04/18  13:03:02.7 -179.83 -34.40   99.9 355 15 -111 7.9e+25  6.53 201104181303A  
 2011/04/23  04:16:54.7  161.32 -10.47   76.9 164 47  172 2.1e+26  6.82 201104230416A  
 2011/05/10  08:55:08.9  168.15 -20.29   18.2 354 42  -74 1.9e+26  6.79 201105100855A  
 2011/06/20  16:36:01.2  -68.63 -21.89  131.4 261 11   -9 7.7e+25  6.52 201106201635A  
 2011/06/22  21:50:52.3  142.51  39.99   41.3 178 22   83 1.6e+26  6.72 201106222150A  
 2011/06/24  03:09:39.5 -171.77  52.09   74.2  15 10 -160 9.5e+26  7.25 201106240309A  
 2011/07/06  19:03:18.3 -175.83 -29.22   22.3 163 36 -114 3.0e+27  7.58 201107061903A  
 2011/07/10  00:57:10.8  143.33  37.98   22.0  65 74   16 4.0e+26  7.00 201107100057A  
 2011/07/29  07:42:22.6  179.92 -23.78  539.0 100 33  120 1.5e+26  6.72 201107290742A  
 2011/07/31  23:38:56.6  144.63  -3.39   12.0  87 86    3 1.0e+26  6.61 201107312338A  
 2011/08/20  16:55:02.8  167.94 -18.52   33.5 342 29   93 6.3e+26  7.13 201108201655A  
 2011/08/20  17:13:06.4  167.88 -18.31   33.6 343 32   88 8.2e+25  6.54 201108201713A  
 2011/08/20  18:19:23.5  167.94 -18.26   36.0 343 33   94 4.6e+26  7.04 201108201819A  
 2011/08/24  17:46:11.6  -74.66  -7.68  144.4 197 40  -57 4.3e+26  7.02 201108241746A  
 2011/08/30  06:57:41.6  126.68  -6.47  468.7 352  9 -113 2.7e+26  6.88 201108300657A  
 2011/09/02  10:55:53.6 -171.56  51.91   39.4 132 38   32 2.4e+26  6.85 201109021055A  
 2011/09/02  13:47:09.6  -63.08 -28.56  597.3  70 34  -45 1.4e+26  6.69 201109021347A  
 2011/09/03  22:55:40.9  169.72 -20.79  151.6  19 29  160 4.4e+26  7.02 201109032255A  
 2011/09/05  17:55:11.2   97.86   2.88   94.6 101 11 -129 1.4e+26  6.69 201109051755A  
 2011/09/15  19:31:04.1 -179.21 -21.61  624.9 312 38   -7 1.2e+27  7.31 201109151931A  
 2011/09/16  19:26:41.0  143.22  40.20   22.5 179 19   68 1.3e+26  6.66 201109161926A  
 2011/09/18  12:40:51.8   88.35  27.44   46.0 216 72  -12 2.8e+26  6.89 201109181240A  
 2011/10/21  17:57:16.1 -175.72 -28.83   48.4 202 37   83 1.5e+27  7.38 201110211757A  
 2011/10/23  10:41:22.9   43.40  38.64   12.0 246 38   60 6.3e+26  7.13 201110231041A  
 2011/10/28  18:54:34.0  -76.12 -14.52   25.1 326 15   68 3.3e+26  6.94 201110281854A  
 2011/11/08  02:59:08.5  125.77  27.13  230.6 151 38 -119 3.0e+26  6.91 201111080259A  
 2011/11/22  18:48:16.3  -65.18 -15.40  553.8 163 11  102 8.9e+25  6.56 201111221848A  
 2011/12/14  05:04:59.3  146.83  -7.49  132.9  67 24   -4 5.3e+26  7.08 201112140504A  
 2011/12/27  15:21:56.8   95.91  51.78   19.5 344 67  171 1.4e+26  6.69 201112271521A  
 2012/01/01  05:27:56.0  138.17  31.61  352.0 114 18 -161 1.9e+26  6.78 201201010527A  
 2012/01/10  18:36:59.1   92.98   2.59   23.7 103 81 -173 7.6e+26  7.18 201201101837A  
 2012/01/15  13:40:19.5  -56.47 -60.62   13.6 129 75  -10 8.4e+25  6.55 201201151340A  
 2012/02/02  13:34:40.7  167.11 -17.69   20.5  51 51  -43 4.4e+26  7.03 201202021334A  
 2012/02/06  03:49:12.5  123.26  10.03   12.0  19 43   83 1.3e+26  6.66 201202060349A  
 2012/02/26  06:17:19.8   96.00  51.69   20.5 285 43   58 1.2e+26  6.65 201202260617A  
 2012/03/03  12:19:55.1  170.22 -22.33   24.1 349 79 -176 9.5e+25  6.58 201203031219A  
 2012/03/09  07:09:51.0  169.60 -19.06   12.0 136 43  -97 1.1e+26  6.63 201203090709A  
 2012/03/14  09:08:35.1  144.93  40.88   13.0 265 45 -101 3.3e+26  6.95 201203140908A  
 2012/03/20  18:02:47.5  -98.39  16.60   15.4 296 10   95 2.0e+27  7.46 201203201802A  
 2012/03/21  22:15:06.1  145.96  -6.26  127.1 322 43  -43 1.0e+26  6.60 201203212215A  
 2012/03/25  22:37:06.0  -72.41 -35.31   33.8  20 16  112 6.0e+26  7.11 201203252237A  
 2012/04/11  08:38:36.7   92.82   2.35   45.6  20 76    5 9.1e+28  8.57 201204110838A  
 2012/04/11  10:43:10.9   92.31   0.90   54.7 107 83 -177 2.9e+28  8.24 201204111043A  
 2012/04/11  22:55:10.2 -102.97  18.10   20.5 282 25   77 1.2e+26  6.65 201204112255A  
 2012/04/12  07:15:48.5 -112.76  28.57   15.8 131 74 -177 4.6e+26  7.04 201204120715A  
 2012/04/17  03:50:15.6  -71.69 -32.77   39.6   2 24   95 1.3e+26  6.68 201204170350A  
 2012/04/17  07:13:49.0  147.16  -5.66  208.6 260 43   52 2.4e+26  6.85 201204170713A  
 2012/04/21  01:16:52.7  134.33  -1.57   18.1  82 84    2 1.2e+26  6.66 201204210116A  
 2012/04/28  10:08:08.1 -174.26 -18.79  140.7  84 21  -73 1.2e+26  6.66 201204281008A  
 2012/05/28  05:07:23.5  -63.07 -28.25  591.6  28 23  -44 1.3e+26  6.68 201205280507A  
 2012/07/26  05:33:33.0   65.88 -17.47   24.8 148 83 -174 1.1e+26  6.61 201207260533A  
 2012/07/28  20:03:56.8  153.07  -4.85   57.8 299 36  123 7.6e+25  6.52 201207282004A  
 2012/08/14  02:59:38.5  145.70  49.97  598.2  27 33   59 4.8e+27  7.72 201208140259A  
 2012/08/26  15:05:37.1  126.81   2.16   91.2 210 63  150 9.0e+25  6.57 201208261505A  
 2012/08/27  04:37:19.4  -89.17  12.02   12.0 284 15   77 1.3e+27  7.33 201208270437A  
 2012/08/30  13:43:25.2   -9.84  71.44   23.6 111 83   -5 1.6e+26  6.74 201208301343A  
 2012/08/31  12:47:33.4  126.97  10.85   45.2 347 43   67 3.4e+27  7.62 201208311247A  
 2012/09/05  14:42:07.9  -85.64  10.00   29.7 308 17  102 3.4e+27  7.62 201209051442A  
 2012/09/30  16:31:36.0  -76.22   1.89  159.1 231 39 -113 9.0e+26  7.23 201209301631A  
 2012/10/09  12:32:09.8  153.39 -60.65   20.7 155 81   -5 9.1e+25  6.57 201210091232A  
 2012/10/12  00:31:28.3  133.97  -4.84   19.6  25 36  -67 9.1e+25  6.57 201210120031A  
 2012/10/28  03:04:08.8 -132.06  52.61   12.0 318 25  104 5.7e+27  7.77 201210280304A  
 2012/11/07  16:35:46.7  -92.43  14.11   21.3 291 25   81 1.4e+27  7.37 201211071635A  
 2012/11/11  01:12:38.9   96.03  22.73   16.8   0 55  178 2.4e+26  6.85 201211110112A  
 2012/12/07  08:18:24.3  144.09  38.01   57.8  38 51  138 7.9e+26  7.19 201212070818A  
 2012/12/07  08:18:24.3  143.83  37.77   19.5  18 40  -90 7.7e+26  7.19 201212070818B  
 2012/12/10  16:53:08.8  129.83  -6.65  159.2 309 48  166 5.6e+26  7.09 201212101653A  
 2012/12/21  22:28:08.6  167.17 -14.31  199.1 178 42  109 1.3e+26  6.68 201212212228A  
 2013/01/05  08:58:19.3 -134.97  55.69   13.8 333 60  179 2.5e+27  7.52 201301050858A  
 2013/01/30  20:15:43.3  -71.18 -28.09   45.8  31 30  119 1.8e+26  6.77 201301302015A  
 2013/02/02  14:17:35.1  143.24  42.85  105.3  45  7 -138 3.1e+26  6.93 201302021417A  
 2013/02/06  01:12:25.8  165.21 -11.18   20.2 320 20   89 9.4e+27  7.91 201302060112A  
 2013/02/06  01:23:19.8  164.86 -11.32   22.5 338 38  -96 5.5e+26  7.09 201302060123A  
 2013/02/06  01:54:14.6  165.56 -10.44   14.1  69 83  178 3.7e+26  6.98 201302060154A  
 2013/02/07  18:59:16.3  165.59 -10.94   15.2 262 56 -180 1.6e+26  6.73 201302071859A  
 2013/02/08  11:12:11.5  165.81 -10.91   12.2 160 89   -1 2.3e+26  6.83 201302081112A  
 2013/02/08  15:26:38.5  165.92 -10.72   23.6 267 82  175 4.7e+26  7.05 201302081526A  
 2013/02/09  14:16:07.9  -77.40   1.16  152.3 171 75  167 3.6e+26  6.97 201302091416A  
 2013/02/09  21:02:22.8  165.64 -10.93   18.8 257 67 -176 9.7e+25  6.59 201302092102A  
 2013/02/14  13:13:53.1  142.51  67.65   12.0 324 43  109 1.3e+26  6.67 201302141313A  
 2013/02/28  14:05:50.3  157.93  50.83   45.1 212 32   86 2.1e+26  6.81 201302281405A  
 2013/03/01  13:20:49.9  157.90  50.68   41.1 214 32   87 8.1e+25  6.53 201303011320A  
 2013/03/10  22:51:50.8  148.37  -6.71   12.0 177 73 -170 8.0e+25  6.53 201303102251A  
