 DATE       TIME          LONG   LAT   DEPTH STK DP  RKE Mom      Mw   CMTNAME
 2013/04/06  04:42:35.9  138.49  -3.33   73.6 339 56 -137 3.6e+26  6.97 201304060442A  
 2013/04/14  01:32:22.6  154.56  -6.74   28.9 311 27   88 8.0e+25  6.53 201304140132A  
 2013/04/16  10:44:20.2   62.21  27.89   50.8  80 35  -72 5.1e+27  7.73 201304161044A  
 2013/04/16  22:55:26.7  142.61  -3.13   18.4 107 32   37 1.0e+26  6.60 201304162255A  
 2013/04/19  03:05:52.7  150.92  46.00  104.5 134 20  -21 9.6e+26  7.25 201304190305A  
 2013/04/20  00:02:47.5  103.12  30.22   21.9 212 42  100 1.0e+26  6.60 201304200002A  
 2013/05/14  00:32:25.9  145.35  18.67  604.7  14 49  -30 2.1e+26  6.82 201305140032A  
 2013/05/23  17:19:04.8 -176.88 -23.19  188.1 161  9 -124 1.6e+27  7.40 201305231719A  
 2013/05/24  05:44:49.0  153.77  54.61  611.0 189 11  -93 3.9e+28  8.33 201305240544A  
 2013/05/24  14:56:31.5  151.48  52.36  642.4 231 28  -67 1.6e+26  6.73 201305241456A  
 2013/06/13  16:47:23.3  107.37 -10.15   12.6 118 37  -86 1.1e+26  6.62 201306131647A  
 2013/07/07  18:35:30.7  153.98  -4.10  382.9 319 47 -110 1.1e+27  7.30 201307071835A  
 2013/07/07  20:30:06.8  149.78  -6.21   52.8  34 39  112 8.8e+25  6.56 201307072030A  
 2013/07/15  14:03:39.9  -23.51 -61.05   21.5   3 72 -174 1.2e+27  7.33 201307151403A  
 2013/08/13  15:43:15.2  -78.19   5.77   20.9 119 61  -25 1.1e+26  6.62 201308131543A  
 2013/08/16  02:31:05.8  174.04 -41.76   12.0 235 58  168 7.8e+25  6.52 201308160231A  
 2013/08/30  16:25:02.8 -175.12  51.44   26.7 254 23  100 3.6e+26  6.96 201308301625B  
 2013/09/04  00:18:24.1  138.79  30.02  412.0  95 19 -146 7.3e+25  6.51 201309040018A  
 2013/09/04  02:32:30.8 -174.82  51.37   21.2 255 26  101 7.3e+25  6.51 201309040232A  
 2013/09/24  11:29:48.0   65.04  26.70   12.0 223 39    4 5.6e+27  7.76 201309241129A  
 2013/09/25  16:42:43.8  -74.81 -16.03   46.1 307 31   84 4.6e+26  7.04 201309251642A  
 2013/09/28  07:34:07.3   65.50  27.11   15.0 111 59  158 2.3e+26  6.84 201309280734A  
 2013/10/01  03:38:21.7  152.81  53.20  585.5 293 40  -44 1.5e+26  6.71 201310010338A  
 2013/10/12  13:11:53.3   23.37  35.37   15.0 339  3  130 1.7e+26  6.76 201310121311A  
 2013/10/15  00:12:32.0  123.96   9.84   12.0  42 40   80 5.6e+26  7.10 201310150012A  
 2013/10/16  10:30:58.5  154.93  -6.69   45.8 307 43   85 1.8e+26  6.77 201310161031A  
 2013/10/19  17:54:54.7 -110.53  26.19   15.9 132 84  176 8.9e+25  6.56 201310191754A  
 2013/10/24  19:25:10.9  -13.70 -58.42   22.7 263 87   -1 1.1e+26  6.64 201310241925A  
 2013/10/25  17:10:19.7  144.66  37.17   24.9 171 43 -107 6.4e+26  7.14 201310251710A  
 2013/11/16  03:34:31.2  -47.00 -60.54   16.9  96 66    2 2.6e+26  6.87 201311160334A  
 2013/11/17  09:04:55.5  -45.32 -60.49   23.8 102 44    3 5.8e+27  7.77 201311170904A  
 2013/11/25  06:27:33.3  -54.59 -54.05   16.0 158 80 -171 3.1e+26  6.92 201311250627B  
 2014/01/01  16:03:29.0  167.10 -13.89  198.2 181 47  114 8.0e+25  6.53 201401011603A  
 2014/02/12  09:19:49.1   82.57  36.22   18.3 332 85 -176 2.9e+26  6.90 201402120919A  
 2014/03/10  05:18:13.4 -125.23  40.80   15.0 230 86   -2 2.9e+26  6.91 201403100518A  
 2014/03/16  21:16:29.6  -70.92 -19.94   12.0 284 26   54 1.3e+26  6.67 201403162116A  
 2014/04/01  23:46:47.3  -70.81 -19.70   21.6 355 15  106 1.9e+28  8.12 201404012346A  
 2014/04/01  23:57:58.8  -71.39 -19.85   20.6 347 26   81 4.0e+26  6.99 201404012358A  
 2014/04/03  01:58:30.5  -70.88 -20.34   33.7 354 23   96 9.6e+25  6.59 201404030158A  
 2014/04/03  02:43:11.2  -70.60 -20.43   28.7 358 14  103 4.9e+27  7.72 201404030243A  
 2014/04/11  07:07:23.1  155.09  -6.78   44.1 310 42   87 5.1e+26  7.07 201404110707A  
 2014/04/11  20:29:13.0  -86.22  11.70  141.8 314 12   79 1.0e+26  6.61 201404112029A  
 2014/04/12  20:14:39.3  162.24 -11.35   27.3  17 63  159 3.3e+27  7.61 201404122014A  
 2014/04/13  12:36:19.2  161.97 -11.45   37.5  91 43   77 1.8e+27  7.43 201404131236A  
 2014/04/13  13:24:59.7  162.17 -11.02   24.0 277 34   31 1.1e+26  6.62 201404131325A  
 2014/04/15  03:57:01.4    9.24 -53.65   16.4 128 81    5 2.2e+26  6.82 201404150357A  
 2014/04/18  14:27:25.0 -101.25  17.55   18.9 303 18   98 1.0e+27  7.26 201404181427A  
 2014/04/19  01:04:03.8  154.99  -6.92   35.8 304 33   84 9.7e+25  6.59 201404190104A  
 2014/04/19  13:28:00.8  154.67  -6.64   36.0 311 35   87 2.3e+27  7.50 201404191328A  
 2014/04/24  03:10:10.1 -127.59  49.65   17.4 247 68    3 9.5e+25  6.58 201404240310A  
 2014/05/01  06:36:35.5  170.12 -21.52  119.5   4 42  174 1.0e+26  6.61 201405010636A  
 2014/05/04  09:15:52.9  179.12 -24.67  529.6 127 50 -122 9.0e+25  6.57 201405040915A  
 2014/05/24  09:25:03.1   25.67  40.30   12.0  73 85 -177 2.5e+26  6.86 201405240925A  
 2014/06/23  19:19:15.9 -177.13 -30.03   26.4 196 24   92 2.6e+26  6.88 201406231919A  
 2014/06/23  20:06:20.7 -177.30 -29.94   36.8 200 27   97 1.4e+26  6.69 201406232006A  
 2014/06/23  20:53:09.7  178.43  52.00  104.3 207 27  -13 9.7e+27  7.92 201406232053A  
 2014/06/29  07:52:55.2  -28.31 -55.34   21.0  91 25   35 2.4e+26  6.85 201406290752A  
 2014/06/29  17:15:09.3 -175.52 -15.00   15.3  13 86 -176 1.1e+26  6.63 201406291715A  
 2014/07/07  11:23:54.8  -92.70  14.80   62.9 146 27  -82 2.8e+26  6.90 201407071123A  
 2014/07/11  19:22:00.8  142.39  36.97   12.0 185 27 -107 7.8e+25  6.53 201407111922A  
 2014/07/21  14:54:41.0 -178.32 -19.68  627.1 292  8  -29 2.9e+26  6.91 201407211454A  
 2014/08/03  00:22:03.7  146.23   0.89   19.4  75 74    3 2.3e+26  6.84 201408030022A  
 2014/08/24  23:21:45.5  -73.72 -14.61   84.5 195 45  -73 2.2e+26  6.83 201408242321A  
 2014/09/17  06:14:45.4  144.51  13.54  140.4 306 36  -60 1.7e+26  6.75 201409170614A  
 2014/10/09  02:14:31.4 -110.81 -32.34   12.0  90 39   69 3.3e+26  6.94 201410090214A  
 2014/10/09  02:32:05.1 -111.07 -32.38   17.8 133 74 -172 8.7e+25  6.56 201410090232A  
 2014/10/14  03:51:34.5  -88.45  12.33   40.8 124 23  -94 1.1e+27  7.28 201410140351A  
 2014/11/01  18:57:22.4 -177.61 -19.76  445.4 130 19  147 5.7e+26  7.10 201411011857A  
 2014/11/07  03:33:55.3  148.36  -6.40   41.9 265 32   82 1.1e+26  6.63 201411070333A  
 2014/11/15  02:31:41.7  126.37   1.98   38.1  42 35  110 4.8e+26  7.05 201411150231A  
 2014/11/16  22:33:20.5  179.74 -37.51   20.9  42 34  -82 1.3e+26  6.68 201411162233A  
 2014/11/21  10:10:19.6  127.08   2.60   30.1 177 42  118 8.1e+25  6.54 201411211010A  
 2014/11/26  14:33:43.6  126.44   2.11   35.2  40 33  103 1.8e+26  6.77 201411261433A  
 2014/12/02  05:11:31.0  123.17   6.31  631.7 284 19    3 9.3e+25  6.58 201412020511A  
 2014/12/07  01:22:02.2  154.41  -6.62   17.2 330 19   98 9.2e+25  6.57 201412070122A  
 2014/12/08  08:54:52.5  -82.63   7.98   20.4 307 29   86 8.8e+25  6.56 201412080854A  
 2015/01/23  03:47:27.1  168.36 -17.06  231.0 107 57  145 1.9e+26  6.78 201501230347A  
 2015/02/11  18:57:22.5  -66.80 -23.14  223.0 168 19 -104 1.3e+26  6.68 201502111857A  
 2015/02/13  18:59:12.2  -32.74  52.70   25.2 187 80   -2 5.1e+26  7.07 201502131859A  
 2015/02/16  23:06:28.3  143.22  39.78   22.2 182 18   68 1.6e+26  6.73 201502162306B  
 2015/02/27  13:45:05.4  122.50  -7.35  551.5  38 51  -14 3.6e+26  6.97 201502271345A  
 2015/03/29  23:48:31.0  152.59  -5.18   37.6 260 29   90 1.9e+27  7.45 201503292348A  
 2015/04/25  06:11:26.3   85.33  27.91   12.0 287  6   96 8.4e+27  7.88 201504250611A  
 2015/04/25  06:45:21.3   84.93  27.86   21.0 308 23  131 1.2e+26  6.66 201504250645A  
 2015/04/26  07:09:10.7   85.95  27.56   20.6 289 14   98 1.4e+26  6.69 201504260709A  
 2015/04/30  10:45:02.9  151.83  -5.58   38.3 243 39   83 1.0e+26  6.61 201504301045A  
 2015/05/01  08:06:03.5  151.76  -5.47   49.3 240 42   70 1.6e+26  6.73 201505010806A  
 2015/05/05  01:44:06.4  152.10  -5.32   38.3 245 33   77 1.9e+27  7.45 201505050144A  
 2015/05/07  07:10:19.6  154.49  -7.36   12.0 292 41 -106 3.7e+26  6.98 201505070710A  
 2015/05/12  07:05:19.7   86.08  27.67   12.0 307 11  117 8.8e+26  7.23 201505120705A  
 2015/05/12  21:12:58.9  142.29  38.89   43.9 186 23   73 2.0e+26  6.80 201505122112A  
 2015/05/19  15:25:21.1 -132.39 -54.53   14.9 110 77   -7 1.1e+26  6.62 201505191525A  
 2015/05/20  22:48:53.4  163.91 -10.78   19.0 252 53    5 1.9e+26  6.79 201505202248A  
 2015/05/22  21:45:18.7  163.54 -10.90   15.3 252 58   -5 3.4e+26  6.95 201505222145A  
 2015/05/22  23:59:33.8  163.22 -10.97   15.3 255 59   -3 2.4e+26  6.86 201505222359A  
 2015/05/29  07:00:09.2 -156.52  56.71   81.1  95 61   19 2.0e+26  6.79 201505290700A  
 2015/05/30  11:23:02.1  140.56  27.94  680.7  36 25  -39 7.6e+27  7.85 201505301123A  
 2015/06/17  12:51:32.8  -16.40 -35.38   21.8  77 83    1 3.0e+26  6.91 201506171251A  
 2015/06/23  12:18:30.3  139.85  27.68  458.5 107 38 -141 7.5e+25  6.51 201506231218A  
 2015/07/10  04:12:42.5  158.33  -9.40   14.6 264 83   -6 1.4e+26  6.70 201507100412A  
 2015/07/18  02:27:33.8  165.10 -10.35   12.3  88 44 -108 3.1e+26  6.92 201507180227A  
 2015/07/27  04:49:46.4 -169.42  52.21   27.1 242 22   88 2.8e+26  6.90 201507270449A  
 2015/07/27  21:41:21.7  138.44  -2.53   40.6 327 42  117 3.6e+26  6.96 201507272141A  
 2015/08/10  04:12:15.8  158.07  -9.35   12.0   6 80 -177 9.9e+25  6.60 201508100412A  
 2015/09/13  08:14:12.2 -109.53  25.09   14.9 130 89 -180 9.9e+25  6.59 201509130814A  
 2015/09/16  22:54:32.9  -72.09 -31.13   17.4   7 19  109 3.2e+28  8.27 201509162254A  
 2015/09/16  23:18:41.8  -71.95 -31.79   35.7 349 30   87 5.6e+26  7.10 201509162318A  
 2015/09/17  04:10:27.8  -71.94 -31.65   36.6 355 30   94 1.7e+26  6.76 201509170410A  
 2015/09/21  17:40:00.1  -71.81 -31.77   39.0   1 28   92 9.6e+25  6.59 201509211739A  
 2015/09/24  15:53:27.7  131.23  -0.62   18.9 301 44   92 9.4e+25  6.58 201509241553A  
 2015/10/20  21:52:02.6  167.19 -14.88  140.9 189 58  147 5.7e+26  7.10 201510202152A  
 2015/10/26  09:09:42.6   70.42  36.55  209.4 279 21   85 2.2e+27  7.50 201510260909A  
 2015/11/04  03:44:15.2  124.95  -8.20   12.0 113 56 -159 8.2e+25  6.54 201511040344A  
 2015/11/07  07:31:43.8  -71.66 -30.99   43.4 359 33   97 1.5e+26  6.71 201511070731A  
 2015/11/08  16:47:02.2   94.78   6.76   14.8 144 78 -175 8.4e+25  6.55 201511081647A  
 2015/11/11  01:54:38.6  -72.18 -29.47   12.4   2 22   93 1.9e+26  6.79 201511110154A  
 2015/11/11  02:46:19.8  -72.29 -29.70   12.0 358 21   90 2.0e+26  6.79 201511110246A  
 2015/11/13  20:51:31.0  128.67  31.13   12.0 101 75   -4 1.7e+26  6.75 201511132051B  
 2015/11/17  07:10:07.3   20.53  38.47   15.0  22 64  179 7.2e+25  6.50 201511170710A  
 2015/11/18  18:31:04.6  158.44  -9.11   21.5 297 28   47 2.3e+26  6.83 201511181831A  
 2015/11/24  22:45:38.1  -71.12 -10.73  610.7 350 39  -80 2.6e+27  7.54 201511242245A  
 2015/11/24  22:50:53.8  -71.28 -10.11  627.3 350 30  -81 3.7e+27  7.64 201511242250A  
 2015/11/26  05:45:18.4  -71.35  -9.14  614.1 344 27  -95 1.3e+26  6.68 201511260545A  
 2015/12/04  22:25:00.1   85.23 -47.74   28.9  42 47  -58 5.5e+26  7.09 201512042224A  
 2015/12/07  07:50:07.5   72.91  38.39   12.0 212 80   -7 7.6e+26  7.19 201512070750A  
 2015/12/09  10:21:48.5  129.51  -4.16   12.2 116 44   94 1.9e+26  6.79 201512091021A  
 2015/12/17  19:49:53.0  -93.60  15.84   73.4 169 15  -55 8.7e+25  6.56 201512171949A  
 2016/01/03  23:05:22.3   93.47  24.71   52.4 338 49  165 1.5e+26  6.72 201601032305A  
 2016/01/14  03:25:33.6  142.78  42.00   54.1 211 25   97 1.2e+26  6.65 201601140325B  
 2016/01/21  18:06:57.7 -107.17  18.91   15.7 199 88    1 8.5e+25  6.55 201601211806A  
 2016/01/24  10:30:30.2 -153.27  59.75  110.7 313 59  152 5.9e+26  7.11 201601241030A  
 2016/01/30  03:25:12.2  158.73  53.86  168.1 324 39  -29 8.6e+26  7.22 201601300325A  
 2016/03/02  12:49:48.1   94.22  -4.75   37.2 275 87  180 5.9e+27  7.78 201603021249A  
 2016/04/03  08:23:52.3  166.66 -14.27   34.8   4 45  111 2.2e+26  6.82 201604030823A  
 2016/04/06  06:58:48.2  166.59 -14.06   32.4 358 43  107 1.3e+26  6.67 201604060658A  
 2016/04/07  03:32:53.5  166.54 -13.92   31.5 353 41  104 1.2e+26  6.64 201604070332A  
 2016/04/10  10:28:58.7   71.04  36.44  210.8 279 38  106 1.1e+26  6.63 201604101028A  
 2016/04/13  13:55:17.8   94.78  23.02  149.8 129 39  124 3.2e+26  6.93 201604131355A  
 2016/04/15  16:25:06.2  130.77  32.84   12.9 128 71  -14 4.5e+26  7.03 201604151625A  
 2016/04/16  23:58:36.9  -80.25  -0.12   22.3  27 21  124 5.9e+27  7.78 201604162358A  
 2016/04/28  19:33:24.1  167.26 -16.05   33.5 328 36   84 3.6e+26  6.97 201604281933A  
 2016/04/29  01:33:38.9 -103.90  10.42   15.0 258 89    1 1.0e+26  6.61 201604290133A  
 2016/05/18  07:57:02.7  -80.04   0.43   27.5  28 18  123 1.4e+26  6.70 201605180757A  
 2016/05/18  16:46:43.9  -80.02   0.30   33.6  28 21  123 2.5e+26  6.87 201605181646A  
 2016/05/28  05:38:50.5 -178.17 -22.13  417.5 198 19 -110 3.0e+26  6.91 201605280538B  
 2016/05/28  09:46:59.8  -26.50 -56.24   68.7 223 38 -142 7.5e+26  7.18 201605280947A  
 2016/06/01  22:56:00.8  100.57  -2.18   28.9 106  0 -138 1.3e+26  6.67 201606012256A  
 2016/07/29  21:18:24.7  145.70  18.50  208.9 192 34  132 4.7e+27  7.71 201607292118A  
 2016/08/12  01:26:36.3  173.07 -22.56   21.8 288 75  176 7.0e+26  7.16 201608120126A  
 2016/08/19  07:32:22.7  -31.41 -55.16   22.1 116 24   70 1.9e+27  7.46 201608190732A  
 2016/08/24  10:34:54.6   94.58  20.79   88.3 338  7   84 1.7e+26  6.75 201608241034A  
 2016/08/29  04:29:57.9  -17.72   0.13   26.8  79 77  176 5.7e+26  7.10 201608290430A  
 2016/08/31  03:11:34.4  152.86  -3.58  491.0  88 15  -35 1.8e+26  6.77 201608310311A  
 2016/09/01  16:37:57.3  179.03 -37.19   27.8 354 20 -134 5.0e+26  7.07 201609011637A  
 2016/09/24  21:28:41.7 -178.15 -19.77  606.8   4  5   39 3.0e+26  6.91 201609242128A  
 2016/10/17  06:14:58.3  148.92  -6.25   52.2 267 43   87 1.6e+26  6.74 201610170614A  
 2016/10/19  00:26:01.1  108.07  -4.95  622.8 117 47 -127 1.0e+26  6.60 201610190026A  
 2016/10/30  06:40:18.7   13.16  42.75   12.0 154 37  -96 9.6e+25  6.58 201610300640A  
 2016/11/13  11:02:56.3  173.85 -42.03   18.8 226 33  141 6.7e+27  7.81 201611131102A  
 2016/11/21  20:59:49.3  141.46  37.31   12.0  49 35  -89 3.2e+26  6.93 201611212059A  
 2016/11/24  18:43:47.7  -89.20  11.83   12.0 306 40  -91 3.2e+26  6.93 201611241843A  
 2016/11/25  14:24:30.7   74.14  39.27   19.1 110 78 -177 1.1e+26  6.63 201611251424A  
 2016/12/06  22:03:33.4   96.22   5.28   17.5  55 66  -10 8.8e+25  6.56 201612062203A  
 2016/12/08  14:49:45.9 -126.46  40.46   20.8 272 76 -176 1.1e+26  6.64 201612081450A  
 2016/12/08  17:38:46.3  161.12 -10.46   45.5 285 50   57 6.3e+27  7.80 201612081738A  
 2016/12/08  21:56:07.5  161.29 -10.77   23.2 314 33   66 8.3e+25  6.54 201612082156A  
 2016/12/09  19:10:06.8  161.06 -10.95   12.0 327 22  100 3.0e+26  6.91 201612091910A  
 2016/12/17  10:51:10.5  153.76  -5.55   52.8 140 39   95 8.3e+27  7.87 201612171051A  
 2016/12/17  11:27:36.2  153.71  -5.87   33.6 326 41  107 9.7e+25  6.59 201612171127A  
 2016/12/21  00:17:15.0  127.93  -7.64  161.8 321 47  144 1.3e+26  6.68 201612210017A  
 2016/12/25  14:22:27.0  -74.43 -43.41   32.8   4 19   96 2.8e+27  7.57 201612251422A  
 2017/01/03  21:52:30.7  176.00 -19.28   17.3 201 44  -96 3.1e+26  6.93 201701032152A  
 2017/01/10  06:13:48.1  122.78   4.57  621.5 269 16   -1 1.0e+27  7.26 201701100613A  
 2017/01/22  04:30:23.0  154.94  -6.03  149.6 298 40   81 8.6e+27  7.89 201701220430A  
 2017/02/24  17:28:44.8 -178.77 -23.44  417.9 140 13 -144 3.3e+26  6.94 201702241728A  
 2017/03/29  04:09:24.2  163.15  57.00   17.1  19 41   76 1.0e+26  6.60 201703290409A  
 2017/04/24  21:38:30.8  -72.07 -33.13   26.0   3 16   94 2.4e+26  6.85 201704242138A  
 2017/04/28  20:23:17.3  124.89   5.49   31.4 312 44   74 2.4e+26  6.85 201704282023A  
 2017/05/09  13:52:11.0  167.20 -14.55  181.4 177 49  125 1.8e+26  6.77 201705091352A  
 2017/05/29  14:35:21.5  120.40  -1.24   12.0 111 34  -78 9.4e+25  6.58 201705291435A  
 2017/06/02  22:24:47.4  170.83  54.14   13.1  39 86   -1 1.6e+26  6.74 201706022224A  
 2017/06/14  07:29:04.7  -92.17  14.92   72.7 137 15  -83 3.3e+26  6.95 201706140729A  
 2017/06/22  12:31:03.5  -91.38  13.57   38.1 295 33   84 1.8e+26  6.77 201706221231A  
 2017/07/11  07:00:01.2  163.99 -49.24   32.0  26 52  147 8.4e+25  6.55 201707110659A  
 2017/07/17  23:34:13.9  169.78  54.13   23.2 307 85 -178 5.4e+27  7.75 201707172334A  
 2017/07/20  22:31:11.2   27.56  36.79   12.0 278 36  -82 1.2e+26  6.64 201707202231A  
 2017/08/18  02:59:25.6  -14.15  -0.87   22.2 258 80 -171 1.1e+26  6.62 201708180259A  
 2017/09/08  04:49:19.2  -94.66  15.38   44.8 150 12  -78 2.8e+28  8.23 201709080449A  
 2017/09/19  18:14:38.1  -98.63  18.59   51.0 300 44  -83 6.5e+26  7.14 201709191814A  
 2017/10/08  22:34:33.5  176.82  52.37  121.1 219 40    6 8.5e+25  6.55 201710082234A  
 2017/10/10  18:53:27.8    8.92 -53.89   16.4 128 80   -3 1.5e+26  6.72 201710101853A  
 2017/10/24  10:47:47.9  123.02  -7.25  556.8  93 44  -52 1.5e+26  6.72 201710241047A  
 2017/10/31  00:42:08.7  169.14 -21.61   12.6 329 23   91 1.4e+26  6.70 201710310042A  
 2017/11/01  02:23:57.7  168.79 -21.64   12.0 321 36  -88 7.6e+25  6.52 201711010223A  
 2017/11/04  09:00:19.4 -173.09 -15.06   35.0 185 41  166 1.5e+26  6.71 201711040900A  
 2017/11/12  18:18:17.2   45.84  34.83   17.9 351 11  140 1.6e+27  7.40 201711121818A  
 2017/11/13  02:28:23.7  -84.58   9.45   29.6 294 24   86 9.9e+25  6.59 201711130228A  
 2017/11/19  22:43:29.2  168.67 -21.45   12.0 335 34  -86 3.5e+26  6.96 201711192243A  
 2017/12/15  16:47:58.2  108.11  -7.91  109.4  52 56  162 8.5e+25  6.55 201712151647A  
 2018/01/10  02:51:33.3  -83.86  17.56   16.5  76 87    3 2.4e+27  7.51 201801100251A  
 2018/01/14  09:18:45.5  -74.78 -15.95   40.9 305 38   79 6.1e+26  7.12 201801140918A  
 2018/01/23  09:31:40.9 -149.12  56.22   33.6 257 64    4 9.6e+27  7.92 201801230931A  
 2018/01/28  16:03:04.0    9.95 -53.06   12.0 132 71   -4 7.4e+25  6.51 201801281603A  
 2018/02/16  23:39:39.5  -97.88  16.53   20.0 292 13   83 7.0e+26  7.16 201802162339A  
 2018/02/25  17:44:44.1  142.97  -6.29   12.0 307 29  105 2.0e+27  7.47 201802251744A  
 2018/03/06  14:13:07.7  142.49  -6.43   12.0 295 20   82 1.3e+26  6.67 201803061413A  
 2018/03/08  17:39:51.1  153.26  -4.37   33.0 309 74   15 1.8e+26  6.77 201803081739A  
 2018/03/26  09:51:00.4  151.37  -5.69   50.0 240 41   71 1.4e+26  6.68 201803260951A  
 2018/03/29  21:25:36.8  151.60  -5.67   42.2 244 38   85 2.8e+26  6.89 201803292125A  
 2018/04/02  13:40:34.8  -62.81 -20.63  569.1 333 36 -108 2.2e+26  6.82 201804021340A  
 2018/05/04  22:32:54.4 -154.76  19.12   12.0 238 19  106 2.6e+26  6.88 201805042232A  
 2018/08/05  11:46:38.6  116.24  -8.33   17.8  96 21  103 3.2e+26  6.94 201808051146A  
 2018/08/15  21:56:56.8 -177.81  51.25   35.8 262 26  115 9.0e+25  6.57 201808152156A  
 2018/08/17  15:35:01.9  119.75  -7.31  538.9 246 10  120 7.3e+25  6.51 201808171535A  
 2018/08/19  00:19:40.7 -177.85 -17.86  555.0 210 21  -74 2.5e+28  8.20 201808190019A  
 2018/08/19  14:56:27.5  116.75  -8.40   23.5  97 25  102 3.1e+26  6.93 201808191456A  
 2018/08/21  21:31:47.6  -63.05  10.76  159.9 212 35   43 1.0e+27  7.26 201808212131A  
 2018/08/21  22:32:26.5  168.23 -16.00   28.8 177 40   89 8.9e+25  6.56 201808212232A  
 2018/08/24  09:04:08.2  -70.82 -11.18  627.7 335 33  -94 5.4e+26  7.09 201808240904A  
 2018/08/29  03:51:56.7  169.82 -22.29   17.7 320 27   95 2.8e+26  6.90 201808290351A  
 2018/09/05  18:07:59.2  142.04  42.75   30.8 140 25   64 1.2e+26  6.65 201809051807A  
 2018/09/06  15:49:18.7  179.86 -18.24  686.6 305 57   14 8.5e+27  7.88 201809061549A  
 2018/09/09  19:31:35.1  161.48 -10.16   70.6 102 48   43 7.6e+25  6.52 201809091931A  
 2018/09/10  04:19:02.6 -179.16 -31.92  117.3 149 41 -160 3.3e+26  6.95 201809100418A  
 2018/09/28  10:02:45.2  119.86  -0.72   12.0 348 57  -15 2.8e+27  7.56 201809281002A  
 2018/09/30  10:52:23.0 -178.11 -18.31  564.2 255 23  -39 1.3e+26  6.67 201809301052A  
 2018/10/10  20:48:20.1  151.20  -5.98   39.4 242 34   72 3.8e+26  6.98 201810102048A  
 2018/10/10  23:16:02.1  156.66  49.18   21.6 213 29   89 7.1e+25  6.50 201810102316A  
 2018/10/13  11:10:22.4  153.43  52.71  473.4  99 42 -156 1.4e+26  6.68 201810131110A  
 2018/10/16  01:03:43.6  169.52 -21.74   15.1 353  6  131 1.2e+26  6.65 201810160103A  
 2018/10/22  06:16:26.5 -129.89  49.14   16.1 218 87   -1 1.7e+26  6.75 201810220616A  
 2018/10/25  22:54:52.6   20.60  37.27   16.0  11 28  165 2.3e+26  6.84 201810252254A  
 2018/11/09  01:49:40.0  -10.81  71.51   15.3 202 76 -169 2.0e+26  6.80 201811090149A  
 2018/11/18  20:25:46.6 -178.79 -17.86  554.8  39 58 -177 1.7e+26  6.75 201811182025A  
 2018/11/30  17:29:29.3 -150.02  61.49   48.2   7 26  -91 4.8e+26  7.05 201811301729A  
 2018/12/05  04:18:08.4  169.25 -21.95   17.8 312 36  -90 2.5e+27  7.53 201812050418A  
 2018/12/05  06:43:04.1  169.81 -21.98   18.1 314 28   80 1.4e+26  6.69 201812050643A  
 2018/12/11  02:26:29.5  -25.68 -58.58  147.1 112 26    9 5.6e+26  7.10 201812110226A  
 2018/12/20  17:01:55.2  164.75  54.94   17.6  58 68  -19 8.8e+26  7.23 201812201701A  
 2018/12/29  03:39:09.7  126.91   5.87   54.4  34 46  134 3.7e+26  6.98 201812290339A  
 2019/01/05  19:25:38.5  -71.68  -8.10  588.1 349 36  -77 1.8e+26  6.76 201901051925A  
 2019/01/06  17:27:19.0  126.63   2.48   34.9  18 34   79 1.1e+26  6.62 201901061727A  
 2019/01/15  18:06:34.3  166.50 -13.41   39.0 178 39   99 7.9e+25  6.53 201901151806A  
 2019/01/20  01:32:52.5  -71.39 -30.18   60.7 187 39 -106 1.1e+26  6.63 201901200132A  
 2019/01/22  19:01:43.6   42.17 -43.01   18.5  75 41  -92 1.2e+26  6.64 201901221901A  
 2019/02/01  16:14:12.2  -92.46  14.86   45.7 202  8  -17 1.2e+26  6.65 201902011614A  
 2019/02/22  10:17:23.8  -77.09  -2.26  121.1 163 26  -55 2.1e+27  7.48 201902221017A  
 2019/03/01  08:50:42.6  -70.14 -14.78  273.6 144 20  -47 4.3e+26  7.02 201903010850A  
 2019/04/09  17:53:58.4  -24.60 -58.71   42.6 293 40  135 7.8e+25  6.52 201904091754A  
 2019/04/12  11:40:49.3  122.56  -1.85   12.0  43 83 -175 1.8e+26  6.76 201904121140A  
 2019/05/06  21:19:38.0  146.49  -7.06  128.0 265 22 -112 6.3e+26  7.13 201905062119A  
 2019/05/14  12:58:25.9  152.52  -4.03   22.1  47 86  179 2.8e+27  7.56 201905141258A  
 2019/05/26  07:41:15.1  -75.36  -5.25  126.6 166 33  -94 1.2e+28  7.99 201905260741A  
 2019/05/30  09:03:31.1  -89.55  13.07   45.7  77 30 -139 9.8e+25  6.59 201905300903A  
 2019/06/15  22:55:04.1 -177.79 -30.93   47.6 201 31   97 1.1e+27  7.29 201906152254A  
 2019/06/24  02:53:39.8  129.17  -6.51  219.6 160 74 -172 9.7e+26  7.26 201906240253A  
 2019/07/06  03:19:53.0 -117.58  35.78   12.0 321 81  180 4.4e+26  7.02 201907060319A  
 2019/07/07  15:08:40.5  126.10   0.55   30.5 342 51   35 2.9e+26  6.91 201907071508A  
 2019/07/14  05:39:23.4  120.29 -18.15   22.2 116 86    3 1.3e+26  6.67 201907140539A  
 2019/07/14  09:10:51.6  128.13  -0.72   12.0 124 84    0 7.6e+26  7.18 201907140910A  
 2019/07/31  15:02:33.8  167.85 -16.28  187.8 191 63  154 1.1e+26  6.61 201907311502A  
